	Description	MMETSP_ID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control	Up_-N_v_+N	Dn_-N_v_+N	Up_-P_v_+P	Dn_-P_v_+P
Skcos15152	CAMNT_0000290465	MMETSP0013_2-20120614|18602 	2.2681041911	0.64553666129	1.08093641089	0.264217476348	0.48678081785	6.79676153732	0.0	0.268769085965	3.92945643338	1.30476966379	0	1	1	0
Skcos15147	CAMNT_0000290321	MMETSP0013_2-20120614|18530 	3.53557418025	26.4670031129	1.83759189851	3.69904466887	1.46034245355	4.36934670256	0.321793393195	1.07507634386	6.38536670424	0.521907865517	0	0	1	0
Skcos15137	CAMNT_0000289443	MMETSP0013_2-20120614|18091 	14.3424235614	27.0002725287	5.72896297771	5.54856700331	1.29808218093	13.8362645581	8.68842161628	2.95645994561	19.4016911398	3.39240112586	0	0	1	0
Skcos15131	CAMNT_0000289445	MMETSP0013_2-20120614|18092 	13.2417259392	2.18921128611	6.48561846533	10.5686990539	1.78486299878	7.0395030208	0.321793393195	0.806307257894	2.70150129795	0.260953932758	0	1	0	0
Skcos15130	CAMNT_0000289477	MMETSP0013_2-20120614|18108 	8.33861834964	42.3247515315	8.53939764602	5.81278447965	3.24520545233	9.22417637208	1.60896696598	5.10661263333	17.4369629231	2.87049326034	0	0	1	0
Skcos15129	CAMNT_0000289471	MMETSP0013_2-20120614|18105 	0.500317100979	3.42415098597	1.18903005198	0.0	0.324520545233	19.4193186781	1.60896696598	1.07507634386	14.9810526523	0.260953932758	0	1	1	0
Skcos15127	CAMNT_0000289277	MMETSP0013_2-20120614|18008 	2.2347497177	23.6322551655	1.29712369307	0.528434952696	0.0	7.76772747122	1.60896696598	0.268769085965	7.1221397855	0.782861798275	0	0	1	0
Skcos15121	CAMNT_0000287837	MMETSP0013_2-20120614|17288 	2.76842129208	11.3389917896	0.216187282178	6.34121943235	0.48678081785	1.45644890085	0.321793393195	0.0	3.19268335212	0.0	0	0	1	0
Skcos15120	CAMNT_0000287835	MMETSP0013_2-20120614|17287 	27.4173771336	54.8144825869	56.8572552128	49.1444506007	19.6334929866	153.169876073	19.9511903781	20.1576814474	88.167178724	12.7867427052	0	1	1	0
Skcos15118	CAMNT_0000288319	MMETSP0013_2-20120614|17529 	2.63500339849	36.3184539004	2.05377918069	2.11373981078	1.9471232714	7.52498598775	0.965380179586	0.268769085965	4.42063848755	1.30476966379	0	0	1	0
Skcos15100	CAMNT_0000300719	MMETSP0013_2-20120614|23729 	4.30272706842	103.510400297	3.24280923267	12.4182213884	0.324520545233	8.0104689547	0.643586786391	0.806307257894	5.89418465007	0.0	0	1	1	0
Skcos15098	CAMNT_0000300533	MMETSP0013_2-20120614|23636 	15.3097032899	156.472473334	8.97177221038	16.6457010099	6.32815063205	18.9338357111	4.18331411154	3.76276720351	16.7001898419	5.48003258793	0	1	1	0
Skcos15092	CAMNT_0000300713	MMETSP0013_2-20120614|23726 	45.8957553964	12.1809961304	7.67464851731	14.2677437228	2.27164381663	8.0104689547	0.643586786391	1.34384542982	10.3148231376	2.60953932758	0	1	1	0
Skcos15091	CAMNT_0000300843	MMETSP0013_2-20120614|23791 	1.26746998915	173.873896378	7.45846123513	26.1575301584	3.08294517972	32.5273587857	5.79228107752	6.71922714912	41.7504746047	4.43621685689	0	1	1	0
Skcos15090	CAMNT_0000300841	MMETSP0013_2-20120614|23790 	20.2128108795	128.096927049	114.687353195	32.7629670671	4.54328763327	45.6353988934	30.2485789604	17.7387596737	137.039793114	27.1392090069	0	0	1	0
Skcos15088	CAMNT_0000300701	MMETSP0013_2-20120614|23720 	7.57146546148	29.0210829467	3.02662195049	3.43482719252	0.9735616357	4.61208818604	3.21793393195	2.15015268772	9.82364108345	1.04381573103	0	0	1	0
Skcos15087	CAMNT_0000300697	MMETSP0013_2-20120614|23718 	21.6804077091	185.381289036	27.6719721188	19.8163107261	7.46397254037	26.9443046658	10.9409753686	7.79430349298	32.6636066025	5.48003258793	0	0	1	0
Skcos15086	CAMNT_0000300695	MMETSP0013_2-20120614|23717 	1.00063420196	6.03436444249	1.08093641089	0.528434952696	0.9735616357	19.4193186781	2.25255375237	2.15015268772	17.191371896	3.39240112586	0	1	1	0
Skcos15082	CAMNT_0000299123	MMETSP0013_2-20120614|22931 	9.80621517918	88.3543221626	12.6469560074	8.98339419583	3.40746572495	16.0209379094	7.0794546503	3.76276720351	17.191371896	9.3943415793	0	0	1	0
Skcos15081	CAMNT_0000299103	MMETSP0013_2-20120614|22921 	26.3500339849	46.4505728015	9.29605313365	11.6255689593	3.73198627018	15.292713459	6.11407447071	3.76276720351	14.244279571	3.39240112586	0	0	1	0
Skcos15078	CAMNT_0000299045	MMETSP0013_2-20120614|22892 	12.0743193703	42.9141545701	4.32374564356	8.19074176679	1.9471232714	58.7434390011	4.18331411154	3.76276720351	30.2076963316	3.65335505862	0	1	1	0
Skcos15075	CAMNT_0000298829	MMETSP0013_2-20120614|22784 	2287.04953199	1905.51195688	268.396510824	1148.28915221	8.27527390345	46.1208818604	42.798521295	30.370906714	113.463054514	27.1392090069	0	0	1	0
Skcos15058	CAMNT_0000297283	MMETSP0013_2-20120614|22011 	0.900570781761	4.63102387447	1.62140461633	2.64217476348	1.46034245355	11.1661082399	0.643586786391	0.268769085965	3.43827437921	0.782861798275	0	1	0	0
Skcos15057	CAMNT_0000297279	MMETSP0013_2-20120614|22009 	52.7000679697	134.29969236	62.2619372672	40.1610564049	46.568698241	90.5425733365	28.9614053876	32.7898284877	194.753684479	35.4897348551	0	1	1	0
Skcos15055	CAMNT_0000297225	MMETSP0013_2-20120614|21982 	115.80673164	18.0750265161	48.5340448489	12.6824388647	9.08657526654	19.4193186781	3.21793393195	8.33184166491	14.7354616252	10.4381573103	0	1	0	0
Skcos15047	CAMNT_0000298091	MMETSP0013_2-20120614|22415 	1.36753340934	0.168400868163	3.24280923267	1.32108738174	0.162260272617	3.64112225214	3.21793393195	1.34384542982	8.35009492093	2.08763146207	0	0	1	0
Skcos1504	CAMNT_0000281781	MMETSP0013_2-20120614|14260 	40.7258120197	73.4789121416	30.374313146	10.0402641012	6.8149314499	23.0604409302	17.3768432326	10.4819943526	62.3801208799	13.0476966379	0	0	1	0
Skcos15039	CAMNT_0000297785	MMETSP0013_2-20120614|22262 	21.4469263953	139.04298348	15.781671599	22.4584854896	6.49041090467	14.807230492	9.65380179586	7.52553440701	25.7870578441	5.74098652069	0	0	1	0
Skcos15029	CAMNT_0000297479	MMETSP0013_2-20120614|22109 	0.93392525516	24.9513952994	1.72949825742	2.90639223983	0.9735616357	2.18467335128	0.643586786391	0.268769085965	4.17504746047	0.0	0	0	1	0
Skcos15028	CAMNT_0000297333	MMETSP0013_2-20120614|22036 	204.596339827	33.0627037826	88.3125047696	14.5319611991	10.3846574475	53.4031263647	23.8127110965	19.6201432754	60.4153926632	34.1849651914	0	0	1	0
Skcos15027	CAMNT_0000297293	MMETSP0013_2-20120614|22016 	18.2782514224	6.7360347265	16.4302334455	14.5319611991	2.9206849071	27.1870461493	6.75766125711	2.41892177368	16.945780869	3.39240112586	0	1	1	0
Skcos15026	CAMNT_0000297261	MMETSP0013_2-20120614|22000 	21.5136353421	152.683453801	7.7827421584	14.2677437228	4.8678081785	38.3531543892	6.75766125711	7.79430349298	41.9960656317	8.08957191551	0	1	1	0
Skcos15025	CAMNT_0000297259	MMETSP0013_2-20120614|21999 	231.81359012	241.767513059	135.657519567	37.2546641651	19.471232714	105.107062345	39.9023807562	48.3784354736	106.340914728	59.4974966689	0	1	0	0
Skcos15022	CAMNT_0000296585	MMETSP0013_2-20120614|21662 	0.967279728559	24.7549276199	2.37806010396	3.17060971617	0.811301363084	4.85482966951	3.53972732515	0.806307257894	8.59568594802	1.56572359655	0	0	1	0
Skcos15020	CAMNT_0000296433	MMETSP0013_2-20120614|21586 	2.70171234528	55.207417946	3.8913710792	6.34121943235	1.46034245355	7.28224450427	1.28717357278	1.34384542982	9.33245902928	1.04381573103	0	0	1	0
Skcos1502	CAMNT_0000281761	MMETSP0013_2-20120614|14250 	10.9736217481	150.887177874	22.5915709876	16.9099184863	9.89787662962	10.6806252729	4.18331411154	8.06307257894	34.6283348192	8.08957191551	0	1	1	0
Skcos15001	CAMNT_0000295507	MMETSP0013_2-20120614|21123 	6.10386863194	31.069960176	5.51277569553	4.49169709791	1.78486299878	8.25321043818	0.965380179586	1.88138360175	11.0515962189	2.08763146207	0	0	1	0
Skcos15000	CAMNT_0000295341	MMETSP0013_2-20120614|21040 	2.70171234528	17.6820911571	3.78327743811	6.6054369087	0.324520545233	8.0104689547	1.93076035917	1.88138360175	13.0163244356	4.17526292413	0	0	1	0
Skcos150	CAMNT_0000282803	MMETSP0013_2-20120614|14771 	1.83449603692	33.8205076893	0.9728427698	2.37795728713	0.9735616357	7.76772747122	0.0	0.537538171929	6.63095773133	1.56572359655	0	1	1	0
Skcos14999	CAMNT_0000295591	MMETSP0013_2-20120614|21165 	23.5816126928	50.9693294305	21.1863536534	12.4182213884	2.75842463448	19.1765771946	5.79228107752	7.25676532105	22.3487834648	3.1314471931	0	0	1	0
Skcos14994	CAMNT_0000296133	MMETSP0013_2-20120614|21436 	7.77159230187	274.886350464	11.5660195965	34.0840544489	3.8942465428	34.9547736205	13.8371159074	9.1381489228	56.2403452027	16.7010516965	0	0	1	0
Skcos1499	CAMNT_0000283243	MMETSP0013_2-20120614|14991 	53.5672842781	7.74643993548	14.4845479059	28.0070524929	2.9206849071	12.3798156573	0.643586786391	1.88138360175	6.87654875841	2.34858539483	0	1	1	0
Skcos14980	CAMNT_0000294809	MMETSP0013_2-20120614|20774 	4.80304416939	17.5136902889	63.3428736781	1.32108738174	16.2260272617	159.966637611	156.391589093	142.178846475	341.37152765	166.4886091	0	0	1	0
Skcos14978	CAMNT_0000294775	MMETSP0013_2-20120614|20757 	5.90374179155	48.8362517672	2.16187282178	10.8329165303	1.13582190832	13.8362645581	5.47048768432	3.22522903158	23.8223296274	7.30671011724	0	0	1	0
Skcos14966	CAMNT_0000293895	MMETSP0013_2-20120614|20317 	9.63944281219	55.9652218527	4.21565200247	5.28434952696	0.811301363084	11.8943326903	0.643586786391	2.41892177368	10.3148231376	1.56572359655	0	1	1	0
Skcos14959	CAMNT_0000293953	MMETSP0013_2-20120614|20346 	16.4104009121	81.449886568	10.4850831856	10.3044815776	2.59616436187	6.31127857037	2.89614053876	4.30030537544	16.2090077877	6.00194045344	0	0	1	0
Skcos14948	CAMNT_0000293227	MMETSP0013_2-20120614|19983 	1.73443261673	15.9700156641	3.02662195049	1.58530485809	1.46034245355	11.4088497234	0.643586786391	0.0	3.68386540629	0.521907865517	0	1	1	0
Skcos14947	CAMNT_0000293079	MMETSP0013_2-20120614|19909 	0.900570781761	15.0157440778	0.756655487622	0.528434952696	0.9735616357	7.76772747122	3.86152071835	0.537538171929	8.35009492093	3.1314471931	0	0	1	0
Skcos14945	CAMNT_0000293075	MMETSP0013_2-20120614|19907 	758.54743403	4.60295706311	13.2955178539	1.05686990539	0.162260272617	11.8943326903	0.643586786391	2.15015268772	5.64859362298	4.17526292413	0	1	0	0
Skcos14942	CAMNT_0000292905	MMETSP0013_2-20120614|19822 	3.96918233443	25.0355957335	4.97230749009	3.17060971617	1.29808218093	8.9814348886	5.47048768432	2.68769085965	25.7870578441	5.21907865517	0	0	1	0
Skcos14939	CAMNT_0000292437	MMETSP0013_2-20120614|19588 	8.37197282304	26.8880052833	1.29712369307	4.49169709791	1.29808218093	4.12660521909	1.60896696598	0.537538171929	5.4030025959	0.782861798275	0	0	1	0
Skcos14938	CAMNT_0000292435	MMETSP0013_2-20120614|19587 	53.1670305973	15.3806126255	14.9169224703	7.92652429044	3.40746572495	3.64112225214	2.89614053876	1.07507634386	10.8060051918	1.56572359655	0	0	1	0
Skcos14930	CAMNT_0000292655	MMETSP0013_2-20120614|19697 	6.23728652553	44.1771610813	2.05377918069	3.17060971617	0.811301363084	5.09757115299	0.643586786391	1.34384542982	10.0692321105	1.56572359655	0	0	1	0
Skcos1493	CAMNT_0000283185	MMETSP0013_2-20120614|14962 	2.90183918568	0.224534490883	9.51224041582	13.2108738174	3.08294517972	1.94193186781	6.43586786391	10.2132252667	30.6988783858	7.82861798275	0	0	1	0
Skcos14922	CAMNT_0000291999	MMETSP0013_2-20120614|19369 	0.733798414769	129.584468051	0.9728427698	0.0	1.29808218093	17.2346453268	0.965380179586	2.41892177368	20.8752373023	3.65335505862	0	1	1	0
Skcos14918	CAMNT_0000291279	MMETSP0013_2-20120614|19009 	0.967279728559	12.4335974327	3.13471559158	3.69904466887	1.9471232714	15.7781964259	1.28717357278	2.95645994561	7.61332183967	1.04381573103	0	1	0	0
Skcos14915	CAMNT_0000291191	MMETSP0013_2-20120614|18965 	3.26873839306	83.4426301746	4.64802656682	6.6054369087	3.08294517972	37.8676714222	7.0794546503	2.15015268772	38.5577912525	5.48003258793	0	1	1	0
Skcos14910	CAMNT_0000291529	MMETSP0013_2-20120614|19134 	3.30209286646	97.728637157	5.40468205445	7.92652429044	3.56972599757	15.292713459	5.79228107752	5.91291989122	31.6812424941	4.69717078965	0	0	1	0
Skcos14904	CAMNT_0000291445	MMETSP0013_2-20120614|19092 	31.5199773617	38.1147298275	36.535650688	20.6089631551	5.51684926897	9.22417637208	0.965380179586	3.49399811754	14.7354616252	4.69717078965	0	1	1	0
Skcos14888	CAMNT_0000290097	MMETSP0013_2-20120614|18418 	3.86911891423	3.81708634502	1.08093641089	0.792652429044	0.324520545233	2.18467335128	0.643586786391	0.0	2.94709232503	0.521907865517	0	0	1	0
Skcos14884	CAMNT_0000289933	MMETSP0013_2-20120614|18336 	7.77159230187	44.7946309313	4.64802656682	3.43482719252	2.59616436187	18.9338357111	4.82690089793	3.22522903158	16.4545988148	6.00194045344	0	1	1	0
Skcos14865	CAMNT_0000289431	MMETSP0013_2-20120614|18085 	216.20369657	7.91484080364	445.129614004	211.373981078	27.097465527	142.974733767	252.929607052	197.276509098	650.079448697	261.475840624	0	0	1	0
Skcos14846	CAMNT_0000289617	MMETSP0013_2-20120614|18178 	78.0494677527	150.80297744	55.4520378786	22.1942680132	16.3882875343	22.5749579632	13.5153225142	18.0075287596	57.4683003382	12.7867427052	0	0	1	0
Skcos14839	CAMNT_0000288747	MMETSP0013_2-20120614|17743 	3.50221970685	12.9949336599	0.864749128711	4.49169709791	1.13582190832	6.55402005384	0.0	0.537538171929	3.68386540629	0.0	0	1	0	0
Skcos14838	CAMNT_0000288745	MMETSP0013_2-20120614|17742 	19.8459116722	311.036403496	18.1597317029	14.0035262464	4.38102736065	19.1765771946	3.86152071835	6.98799623508	23.8223296274	9.13338764655	0	1	1	0
Skcos14829	CAMNT_0000287995	MMETSP0013_2-20120614|17367 	6.67089467971	73.2824444621	12.7550496485	11.0971340066	5.67910954159	7.0395030208	7.4012480435	3.22522903158	26.5238309253	4.17526292413	0	0	1	0
Skcos14828	CAMNT_0000287833	MMETSP0013_2-20120614|17286 	11.3738754289	35.9535853527	14.1602669826	3.17060971617	3.08294517972	41.0233107074	13.193529121	11.5570706965	39.785746388	13.8305584362	0	1	1	0
Skcos14821	CAMNT_0000288759	MMETSP0013_2-20120614|17749 	33.5879547124	13.4440026416	39.9946472029	7.92652429044	2.27164381663	1.69919038433	4.50510750474	2.41892177368	13.0163244356	2.34858539483	0	0	1	0
Skcos14813	CAMNT_0000300683	MMETSP0013_2-20120614|23711 	17.1441993269	157.426744921	15.6735779579	16.9099184863	3.24520545233	16.7491623598	5.47048768432	5.37538171929	27.7517860607	3.39240112586	0	0	1	0
Skcos14810	CAMNT_0000300497	MMETSP0013_2-20120614|23618 	0.567026047776	1.57174143618	1.08093641089	0.264217476348	0.162260272617	15.7781964259	1.28717357278	1.07507634386	11.297187246	1.82667752931	0	1	1	0
Skcos14808	CAMNT_0000300673	MMETSP0013_2-20120614|23706 	0.133417893594	8.16744210589	0.9728427698	0.792652429044	0.649041090467	32.5273587857	0.643586786391	0.268769085965	11.5427782731	0.260953932758	0	1	1	0
Skcos14806	CAMNT_0000300483	MMETSP0013_2-20120614|23611 	52.133041922	45.2998335357	37.5084934578	9.24761167218	8.43753417607	20.8757675789	14.802496087	10.7507634386	29.7165142774	11.4819730414	0	0	1	0
Skcos14803	CAMNT_0000300819	MMETSP0013_2-20120614|23779 	5.40342469057	89.1401928807	5.29658841336	9.24761167218	2.43390408925	14.5644890085	6.11407447071	4.03153628947	15.7178257335	8.87243371379	0	0	1	0
Skcos14800	CAMNT_0000300657	MMETSP0013_2-20120614|23698 	40.2588493921	99.0197104796	19.9973236014	16.6457010099	7.13945199514	31.3136513684	10.2973885823	9.67568709473	39.785746388	15.1353281	0	1	1	0
Skcos14779	CAMNT_0000298285	MMETSP0013_2-20120614|22512 	4.10260022802	138.172912327	16.8626080099	9.51182914852	20.9315751676	81.8038799313	9.97559518906	8.33184166491	59.4330285549	6.78480225172	0	1	1	0
Skcos14776	CAMNT_0000297273	MMETSP0013_2-20120614|22006 	108.702228806	45.0191654221	35.0223397128	18.231005868	5.03006845112	6.55402005384	5.47048768432	1.34384542982	18.9105090856	2.34858539483	0	0	1	0
Skcos14762	CAMNT_0000297741	MMETSP0013_2-20120614|22240 	4.30272706842	41.735348493	3.24280923267	3.69904466887	0.649041090467	6.06853708689	1.28717357278	0.806307257894	5.89418465007	1.30476966379	0	0	1	0
Skcos14757	CAMNT_0000297155	MMETSP0013_2-20120614|21947 	12.8748267318	43.0264218155	33.2928414554	10.3044815776	10.8714382653	54.616833782	40.8677609358	39.5090556368	102.411458295	45.4059843	0	0	1	0
Skcos14750	CAMNT_0000297327	MMETSP0013_2-20120614|22033 	2.00126840391	55.2916183801	2.05377918069	9.24761167218	0.811301363084	11.1661082399	2.25255375237	0.806307257894	12.5251423814	0.521907865517	0	0	1	0
Skcos14734	CAMNT_0000296571	MMETSP0013_2-20120614|21655 	9.2391891314	1.96467679523	14.3764542648	0.528434952696	0.48678081785	3.64112225214	0.965380179586	8.86937983684	1.47354616252	4.43621685689	0	0	0	1
Skcos14731	CAMNT_0000296409	MMETSP0013_2-20120614|21574 	9.4393159718	78.8677399228	13.9440797005	9.24761167218	4.8678081785	9.22417637208	18.3422234121	8.33184166491	30.6988783858	9.65529551206	0	0	1	0
Skcos14697	CAMNT_0000295255	MMETSP0013_2-20120614|20997 	13.2083714658	19.2257657819	9.83652133909	8.71917671948	2.27164381663	36.4112225214	8.04483482989	5.37538171929	47.3990682276	4.69717078965	0	1	1	0
Skcos14696	CAMNT_0000295681	MMETSP0013_2-20120614|21210 	20.1127474593	25.3162638471	71.1256158365	33.5556194962	31.1539723424	98.5530422911	100.72133207	90.0376437982	37.3298361171	67.5870685844	0	0	0	1
Skcos14694	CAMNT_0000295675	MMETSP0013_2-20120614|21207 	100.963990977	144.459878072	29.6176576584	30.38500978	7.46397254037	33.9838076866	14.802496087	13.4384542982	47.8902502818	14.8743741672	0	0	1	0
Skcos14692	CAMNT_0000295671	MMETSP0013_2-20120614|21205 	2.13468629751	14.9596104551	1.29712369307	1.58530485809	0.162260272617	0.970965933903	0.321793393195	0.0	3.43827437921	0.521907865517	0	0	1	0
Skcos1469	CAMNT_0000279681	MMETSP0013_2-20120614|13210 	47.029807492	23.9129232791	42.2646136658	8.98339419583	4.21876708803	11.6515912068	11.9063555482	8.33184166491	47.3990682276	10.6991112431	0	1	1	1
Skcos14683	CAMNT_0000294639	MMETSP0013_2-20120614|20689 	7.0377938871	30.0876217784	6.59371210642	3.17060971617	1.29808218093	22.0894749963	4.50510750474	5.64415080526	14.4898705981	3.39240112586	0	1	0	0
Skcos14681	CAMNT_0000294923	MMETSP0013_2-20120614|20831 	7.80494677527	113.277650651	1.18903005198	2.64217476348	0.48678081785	16.2636793929	2.25255375237	4.5690744614	19.892873194	3.1314471931	0	1	1	0
Skcos14673	CAMNT_0000294045	MMETSP0013_2-20120614|20392 	3.90247338763	35.7851844846	6.8098993886	7.39808933774	3.40746572495	40.295086257	3.21793393195	2.68769085965	10.3148231376	3.1314471931	0	1	0	0
Skcos14672	CAMNT_0000294301	MMETSP0013_2-20120614|20520 	0.500317100979	4.88362517672	1.40521733416	2.11373981078	1.46034245355	2.91289780171	0.643586786391	0.537538171929	5.89418465007	0.0	0	0	1	0
Skcos14670	CAMNT_0000294151	MMETSP0013_2-20120614|20445 	29.8522536917	369.49957156	22.3753837054	62.8837593708	20.1202738045	35.6829980709	5.14869429113	3.76276720351	16.945780869	9.65529551206	0	1	1	0
Skcos14668	CAMNT_0000294553	MMETSP0013_2-20120614|20646 	3.13532049947	84.0881668359	2.81043466831	10.0402641012	3.08294517972	12.6225571407	9.01021500947	4.5690744614	15.4722347064	5.21907865517	0	0	1	0
Skcos14664	CAMNT_0000294379	MMETSP0013_2-20120614|20559 	3.20202944626	98.1777061388	2.9185283094	16.9099184863	1.9471232714	17.7201282937	10.2973885823	4.5690744614	19.1561001127	7.04575618448	0	0	1	0
Skcos14657	CAMNT_0000293421	MMETSP0013_2-20120614|20080 	7.60481993487	27.954544115	6.59371210642	4.75591457426	4.8678081785	7.76772747122	2.57434714556	4.30030537544	18.4193270315	4.69717078965	0	0	1	0
Skcos14655	CAMNT_0000293419	MMETSP0013_2-20120614|20079 	2.3681676113	99.9178484431	4.53993292573	16.6457010099	3.73198627018	5.09757115299	0.965380179586	1.07507634386	6.87654875841	2.60953932758	0	0	1	0
Skcos14653	CAMNT_0000293805	MMETSP0013_2-20120614|20272 	3.96918233443	21.3588434453	1.62140461633	1.05686990539	1.29808218093	18.9338357111	0.965380179586	0.806307257894	15.7178257335	1.30476966379	0	1	1	0
Skcos1465	CAMNT_0000280525	MMETSP0013_2-20120614|13632 	8.53874519003	15.3525458142	4.21565200247	3.96326214522	1.62260272617	11.1661082399	0.643586786391	0.806307257894	7.1221397855	0.260953932758	0	1	1	0
Skcos14644	CAMNT_0000293609	MMETSP0013_2-20120614|20174 	266.835787189	26.4950699243	251.10152825	1.58530485809	21.0938354402	93.4554711382	23.8127110965	42.7342846684	72.4493529904	98.6405865827	0	1	0	0
Skcos14635	CAMNT_0000292279	MMETSP0013_2-20120614|19509 	22.5476240174	142.747802579	15.0250161114	8.71917671948	3.40746572495	13.5935230746	3.21793393195	3.49399811754	25.541466817	3.91430899138	0	0	1	0
Skcos14628	CAMNT_0000292761	MMETSP0013_2-20120614|19750 	2.3681676113	24.8671948653	3.78327743811	5.02013205061	0.0	9.70965933903	0.643586786391	0.268769085965	6.13977567716	0.782861798275	0	1	1	0
Skcos14626	CAMNT_0000292571	MMETSP0013_2-20120614|19655 	35.8560589035	38.6479992433	62.9104991137	32.2345321144	8.27527390345	18.4483527442	18.3422234121	18.5450669316	72.2037619634	36.5335505862	0	0	1	0
Skcos14616	CAMNT_0000291437	MMETSP0013_2-20120614|19088 	10.8068493811	225.151960733	16.4302334455	29.592357351	7.62623281299	24.7596313145	11.9063555482	11.5570706965	39.0489733067	8.87243371379	0	0	1	0
Skcos14613	CAMNT_0000291429	MMETSP0013_2-20120614|19084 	4.80304416939	73.1140435939	2.9185283094	11.0971340066	1.46034245355	9.22417637208	2.89614053876	2.95645994561	11.0515962189	3.39240112586	0	0	1	0
Skcos14609	CAMNT_0000291383	MMETSP0013_2-20120614|19061 	1.76778709012	80.9446839635	2.05377918069	8.19074176679	1.46034245355	9.95240082251	0.643586786391	1.34384542982	11.0515962189	1.82667752931	0	1	1	0
Skcos14601	CAMNT_0000290809	MMETSP0013_2-20120614|18774 	3.10196602607	56.1616895322	9.40414677473	7.92652429044	2.43390408925	5.82579560342	2.25255375237	1.34384542982	11.7883693001	0.782861798275	0	0	1	0
Skcos1460	CAMNT_0000279801	MMETSP0013_2-20120614|13270 	0.300190260587	11.6757935259	0.432374564356	1.05686990539	1.29808218093	0.970965933903	0.643586786391	0.0	5.64859362298	0.782861798275	0	1	1	0
Skcos14599	CAMNT_0000290621	MMETSP0013_2-20120614|18680 	1.60101472313	21.4430438794	4.43183928464	10.0402641012	1.9471232714	9.95240082251	2.89614053876	2.41892177368	26.5238309253	2.34858539483	0	0	1	0
Skcos14592	CAMNT_0000290445	MMETSP0013_2-20120614|18592 	9.93963307277	99.9178484431	7.02608667078	7.13387186139	2.75842463448	8.9814348886	2.57434714556	1.88138360175	17.191371896	2.34858539483	0	0	1	0
Skcos14588	CAMNT_0000290289	MMETSP0013_2-20120614|18514 	3.90247338763	90.8522683737	37.9408680222	12.946656341	7.13945199514	116.273170585	36.6844468243	34.1336739175	135.320655925	30.5316101327	0	1	1	0
Skcos14586	CAMNT_0000290175	MMETSP0013_2-20120614|18457 	0.0667089467971	1.54367462482	0.432374564356	0.0	0.0	21.6039920293	0.321793393195	1.07507634386	7.1221397855	0.260953932758	0	1	1	0
Skcos14584	CAMNT_0000290229	MMETSP0013_2-20120614|18484 	12.3745096309	115.887864107	5.51277569553	9.77604662487	3.08294517972	13.1080401077	4.50510750474	4.03153628947	17.9281449773	3.91430899138	0	0	1	0
Skcos14581	CAMNT_0000289165	MMETSP0013_2-20120614|17952 	2.60164892509	18.6363627433	1.40521733416	3.96326214522	0.48678081785	2.42741483476	0.0	0.268769085965	4.17504746047	1.04381573103	0	0	1	0
Skcos14580	CAMNT_0000289159	MMETSP0013_2-20120614|17949 	0.400253680783	30.9857597419	0.648561846533	2.37795728713	0.162260272617	4.12660521909	0.643586786391	0.537538171929	6.63095773133	0.782861798275	0	0	1	0
Skcos14563	CAMNT_0000288905	MMETSP0013_2-20120614|17822 	2.2681041911	92.2275421304	1.62140461633	11.0971340066	1.46034245355	6.55402005384	0.0	1.07507634386	4.42063848755	2.08763146207	0	1	0	0
Skcos14559	CAMNT_0000288309	MMETSP0013_2-20120614|17524 	18.7118595766	73.1140435939	38.6975235098	25.8933126821	8.7620547213	22.3322164798	15.7678762666	12.3633779544	41.9960656317	15.6572359655	0	0	1	0
Skcos14554	CAMNT_0000287991	MMETSP0013_2-20120614|17365 	7.43804756788	72.805308669	2.81043466831	4.49169709791	2.75842463448	8.9814348886	0.643586786391	0.268769085965	0.736773081259	0.782861798275	0	1	0	0
Skcos1454	CAMNT_0000278913	MMETSP0013_2-20120614|12826 	0.100063420196	6.34309936746	1.08093641089	0.0	0.162260272617	23.0604409302	0.321793393195	0.537538171929	9.57805005636	1.56572359655	0	1	1	0
Skcos14537	CAMNT_0000299867	MMETSP0013_2-20120614|23303 	1.70107814333	67.9216834923	3.24280923267	3.43482719252	2.9206849071	105.592545312	5.14869429113	4.03153628947	52.5564797965	6.00194045344	0	1	1	0
Skcos14535	CAMNT_0000299673	MMETSP0013_2-20120614|23206 	19.2121766776	32.4452339327	2.9185283094	2.90639223983	0.162260272617	9.70965933903	0.643586786391	1.34384542982	5.4030025959	1.82667752931	0	1	0	0
Skcos14534	CAMNT_0000300223	MMETSP0013_2-20120614|23481 	14.475841455	10.8057223738	4.64802656682	1.32108738174	0.649041090467	53.6458678481	4.82690089793	4.5690744614	18.4193270315	4.17526292413	0	1	1	0
Skcos14512	CAMNT_0000297271	MMETSP0013_2-20120614|22005 	95.0936036593	36.599122014	50.9121049529	12.6824388647	15.5769861712	54.616833782	29.604992174	33.5961357456	81.7818120197	45.1450303672	0	0	1	0
Skcos14508	CAMNT_0000297377	MMETSP0013_2-20120614|22058 	471.86573517	609.947944485	401.459783004	125.503301265	36.5085613388	280.123671931	177.629953044	160.992682493	502.233650391	212.677455198	0	0	1	0
Skcos1450	CAMNT_0000278903	MMETSP0013_2-20120614|12821 	23.681676113	94.3886866051	49.1826066954	32.2345321144	7.7884930856	24.516889831	21.8819507373	22.845372307	81.5362209926	27.1392090069	0	0	1	0
