MMETSP_ID	gID	Description
MMETSP0013_2-20120614|25525 	Skcos22411	CAMNT_0000304311
MMETSP0013_2-20120614|25526 	Skcos22412	CAMNT_0000304313
MMETSP0013_2-20120614|25873 	Skcos22413	CAMNT_0000305007
MMETSP0013_2-20120614|25939 	Skcos22414	CAMNT_0000305139
MMETSP0013_2-20120614|25942 	Skcos22415	CAMNT_0000305145
MMETSP0013_2-20120614|26247 	Skcos22416	CAMNT_0000305755
MMETSP0013_2-20120614|26248 	Skcos22417	CAMNT_0000305757
MMETSP0013_2-20120614|26255 	Skcos22418	CAMNT_0000305771
MMETSP0013_2-20120614|25973 	Skcos22419	CAMNT_0000305207
MMETSP0013_2-20120614|25974 	Skcos22420	CAMNT_0000305209
MMETSP0013_2-20120614|25975 	Skcos22421	CAMNT_0000305211
MMETSP0013_2-20120614|25754 	Skcos22422	CAMNT_0000304769
MMETSP0013_2-20120614|25825 	Skcos22423	CAMNT_0000304911
MMETSP0013_2-20120614|26120 	Skcos22424	CAMNT_0000305501
MMETSP0013_2-20120614|26198 	Skcos22425	CAMNT_0000305657
MMETSP0013_2-20120614|26379 	Skcos22426	CAMNT_0000306019
MMETSP0013_2-20120614|26380 	Skcos22427	CAMNT_0000306021
MMETSP0013_2-20120614|26381 	Skcos22428	CAMNT_0000306023
MMETSP0013_2-20120614|26476 	Skcos22429	CAMNT_0000306213
MMETSP0013_2-20120614|26424 	Skcos22430	CAMNT_0000306109
MMETSP0013_2-20120614|26425 	Skcos22431	CAMNT_0000306111
MMETSP0013_2-20120614|26426 	Skcos22432	CAMNT_0000306113
MMETSP0013_2-20120614|26600 	Skcos22433	CAMNT_0000306461
MMETSP0013_2-20120614|26603 	Skcos22434	CAMNT_0000306467
MMETSP0013_2-20120614|26607 	Skcos22435	CAMNT_0000306475
MMETSP0013_2-20120614|26618 	Skcos22436	CAMNT_0000306497
MMETSP0013_2-20120614|26620 	Skcos22437	CAMNT_0000306501
MMETSP0013_2-20120614|26627 	Skcos22438	CAMNT_0000306515
MMETSP0013_2-20120614|26777 	Skcos22439	CAMNT_0000306815
MMETSP0013_2-20120614|26779 	Skcos22440	CAMNT_0000306819
MMETSP0013_2-20120614|26850 	Skcos22441	CAMNT_0000306961
MMETSP0013_2-20120614|26851 	Skcos22442	CAMNT_0000306963
MMETSP0013_2-20120614|26852 	Skcos22443	CAMNT_0000306965
MMETSP0013_2-20120614|26854 	Skcos22444	CAMNT_0000306969
MMETSP0013_2-20120614|26855 	Skcos22445	CAMNT_0000306971
MMETSP0013_2-20120614|26856 	Skcos22446	CAMNT_0000306973
MMETSP0013_2-20120614|26612 	Skcos22447	CAMNT_0000306485
MMETSP0013_2-20120614|26817 	Skcos22448	CAMNT_0000306895
MMETSP0013_2-20120614|26819 	Skcos22449	CAMNT_0000306899
MMETSP0013_2-20120614|26820 	Skcos22450	CAMNT_0000306901
MMETSP0013_2-20120614|26821 	Skcos22451	CAMNT_0000306903
MMETSP0013_2-20120614|26891 	Skcos22452	CAMNT_0000307043
MMETSP0013_2-20120614|26892 	Skcos22453	CAMNT_0000307045
MMETSP0013_2-20120614|26889 	Skcos22454	CAMNT_0000307039
MMETSP0013_2-20120614|26890 	Skcos22455	CAMNT_0000307041
MMETSP0013_2-20120614|26657 	Skcos22456	CAMNT_0000306575
MMETSP0013_2-20120614|26940 	Skcos22457	CAMNT_0000307141
MMETSP0013_2-20120614|27342 	Skcos22458	CAMNT_0000307945
MMETSP0013_2-20120614|27343 	Skcos22459	CAMNT_0000307947
MMETSP0013_2-20120614|27351 	Skcos22460	CAMNT_0000307963
MMETSP0013_2-20120614|27358 	Skcos22461	CAMNT_0000307977
MMETSP0013_2-20120614|27365 	Skcos22462	CAMNT_0000307991
MMETSP0013_2-20120614|27368 	Skcos22463	CAMNT_0000307997
MMETSP0013_2-20120614|27373 	Skcos22464	CAMNT_0000308007
MMETSP0013_2-20120614|27374 	Skcos22465	CAMNT_0000308009
MMETSP0013_2-20120614|27380 	Skcos22466	CAMNT_0000308021
MMETSP0013_2-20120614|27385 	Skcos22467	CAMNT_0000308031
MMETSP0013_2-20120614|27392 	Skcos22468	CAMNT_0000308045
MMETSP0013_2-20120614|27031 	Skcos22469	CAMNT_0000307323
MMETSP0013_2-20120614|27032 	Skcos22470	CAMNT_0000307325
MMETSP0013_2-20120614|27034 	Skcos22471	CAMNT_0000307329
MMETSP0013_2-20120614|27125 	Skcos22472	CAMNT_0000307511
MMETSP0013_2-20120614|27126 	Skcos22473	CAMNT_0000307513
MMETSP0013_2-20120614|27128 	Skcos22474	CAMNT_0000307517
MMETSP0013_2-20120614|26900 	Skcos22475	CAMNT_0000307061
MMETSP0013_2-20120614|27245 	Skcos22476	CAMNT_0000307751
MMETSP0013_2-20120614|27314 	Skcos22477	CAMNT_0000307889
MMETSP0013_2-20120614|27317 	Skcos22478	CAMNT_0000307895
MMETSP0013_2-20120614|27390 	Skcos22479	CAMNT_0000308041
MMETSP0013_2-20120614|27281 	Skcos22480	CAMNT_0000307823
MMETSP0013_2-20120614|27282 	Skcos22481	CAMNT_0000307825
MMETSP0013_2-20120614|27344 	Skcos22482	CAMNT_0000307949
MMETSP0013_2-20120614|27347 	Skcos22483	CAMNT_0000307955
MMETSP0013_2-20120614|27348 	Skcos22484	CAMNT_0000307957
MMETSP0013_2-20120614|27843 	Skcos22485	CAMNT_0000308947
MMETSP0013_2-20120614|27838 	Skcos22486	CAMNT_0000308937
MMETSP0013_2-20120614|27839 	Skcos22487	CAMNT_0000308939
MMETSP0013_2-20120614|27553 	Skcos22488	CAMNT_0000308367
MMETSP0013_2-20120614|27554 	Skcos22489	CAMNT_0000308369
MMETSP0013_2-20120614|27555 	Skcos22490	CAMNT_0000308371
MMETSP0013_2-20120614|27557 	Skcos22491	CAMNT_0000308375
MMETSP0013_2-20120614|27558 	Skcos22492	CAMNT_0000308377
MMETSP0013_2-20120614|27607 	Skcos22493	CAMNT_0000308475
MMETSP0013_2-20120614|27608 	Skcos22494	CAMNT_0000308477
MMETSP0013_2-20120614|27610 	Skcos22495	CAMNT_0000308481
MMETSP0013_2-20120614|27611 	Skcos22496	CAMNT_0000308483
MMETSP0013_2-20120614|27612 	Skcos22497	CAMNT_0000308485
MMETSP0013_2-20120614|27688 	Skcos22498	CAMNT_0000308637
MMETSP0013_2-20120614|27689 	Skcos22499	CAMNT_0000308639
MMETSP0013_2-20120614|27684 	Skcos22500	CAMNT_0000308629
MMETSP0013_2-20120614|27690 	Skcos22501	CAMNT_0000308641
MMETSP0013_2-20120614|27692 	Skcos22502	CAMNT_0000308645
MMETSP0013_2-20120614|27792 	Skcos22503	CAMNT_0000308845
MMETSP0013_2-20120614|27929 	Skcos22504	CAMNT_0000309119
MMETSP0013_2-20120614|27930 	Skcos22505	CAMNT_0000309121
MMETSP0013_2-20120614|27932 	Skcos22506	CAMNT_0000309125
MMETSP0013_2-20120614|27933 	Skcos22507	CAMNT_0000309127
MMETSP0013_2-20120614|27935 	Skcos22508	CAMNT_0000309131
MMETSP0013_2-20120614|28408 	Skcos22509	CAMNT_0000310077
MMETSP0013_2-20120614|28411 	Skcos22510	CAMNT_0000310083
MMETSP0013_2-20120614|28414 	Skcos22511	CAMNT_0000310089
MMETSP0013_2-20120614|28405 	Skcos22512	CAMNT_0000310071
MMETSP0013_2-20120614|27877 	Skcos22513	CAMNT_0000309015
MMETSP0013_2-20120614|27880 	Skcos22514	CAMNT_0000309021
MMETSP0013_2-20120614|27990 	Skcos22515	CAMNT_0000309241
MMETSP0013_2-20120614|27992 	Skcos22516	CAMNT_0000309245
MMETSP0013_2-20120614|27993 	Skcos22517	CAMNT_0000309247
MMETSP0013_2-20120614|27996 	Skcos22518	CAMNT_0000309253
MMETSP0013_2-20120614|28704 	Skcos22519	CAMNT_0000310669
MMETSP0013_2-20120614|28705 	Skcos22520	CAMNT_0000310671
MMETSP0013_2-20120614|28710 	Skcos22521	CAMNT_0000310681
MMETSP0013_2-20120614|28713 	Skcos22522	CAMNT_0000310687
MMETSP0013_2-20120614|28717 	Skcos22523	CAMNT_0000310695
MMETSP0013_2-20120614|28719 	Skcos22524	CAMNT_0000310699
MMETSP0013_2-20120614|28724 	Skcos22525	CAMNT_0000310709
MMETSP0013_2-20120614|28557 	Skcos22526	CAMNT_0000310375
MMETSP0013_2-20120614|28323 	Skcos22527	CAMNT_0000309907
MMETSP0013_2-20120614|28324 	Skcos22528	CAMNT_0000309909
MMETSP0013_2-20120614|28515 	Skcos22529	CAMNT_0000310291
MMETSP0013_2-20120614|28575 	Skcos22530	CAMNT_0000310411
MMETSP0013_2-20120614|28576 	Skcos22531	CAMNT_0000310413
MMETSP0013_2-20120614|28371 	Skcos22532	CAMNT_0000310003
MMETSP0013_2-20120614|28855 	Skcos22533	CAMNT_0000310971
MMETSP0013_2-20120614|28858 	Skcos22534	CAMNT_0000310977
MMETSP0013_2-20120614|28940 	Skcos22535	CAMNT_0000311141
MMETSP0013_2-20120614|28628 	Skcos22536	CAMNT_0000310517
MMETSP0013_2-20120614|28629 	Skcos22537	CAMNT_0000310519
MMETSP0013_2-20120614|28804 	Skcos22538	CAMNT_0000310869
MMETSP0013_2-20120614|28807 	Skcos22539	CAMNT_0000310875
MMETSP0013_2-20120614|28808 	Skcos22540	CAMNT_0000310877
MMETSP0013_2-20120614|28809 	Skcos22541	CAMNT_0000310879
MMETSP0013_2-20120614|28810 	Skcos22542	CAMNT_0000310881
MMETSP0013_2-20120614|28903 	Skcos22543	CAMNT_0000311067
MMETSP0013_2-20120614|28906 	Skcos22544	CAMNT_0000311073
MMETSP0013_2-20120614|28998 	Skcos22545	CAMNT_0000311257
MMETSP0013_2-20120614|29191 	Skcos22546	CAMNT_0000311643
MMETSP0013_2-20120614|29291 	Skcos22547	CAMNT_0000311843
MMETSP0013_2-20120614|29292 	Skcos22548	CAMNT_0000311845
MMETSP0013_2-20120614|29293 	Skcos22549	CAMNT_0000311847
MMETSP0013_2-20120614|29290 	Skcos22550	CAMNT_0000311841
MMETSP0013_2-20120614|29066 	Skcos22551	CAMNT_0000311393
MMETSP0013_2-20120614|29074 	Skcos22552	CAMNT_0000311409
MMETSP0013_2-20120614|29076 	Skcos22553	CAMNT_0000311413
MMETSP0013_2-20120614|29079 	Skcos22554	CAMNT_0000311419
MMETSP0013_2-20120614|29081 	Skcos22555	CAMNT_0000311423
MMETSP0013_2-20120614|29085 	Skcos22556	CAMNT_0000311431
MMETSP0013_2-20120614|29091 	Skcos22557	CAMNT_0000311443
MMETSP0013_2-20120614|29051 	Skcos22558	CAMNT_0000311363
MMETSP0013_2-20120614|32092 	Skcos22559	CAMNT_0000317445
MMETSP0013_2-20120614|32098 	Skcos22560	CAMNT_0000317457
MMETSP0013_2-20120614|31948 	Skcos22561	CAMNT_0000317157
MMETSP0013_2-20120614|31953 	Skcos22562	CAMNT_0000317167
MMETSP0013_2-20120614|31954 	Skcos22563	CAMNT_0000317169
MMETSP0013_2-20120614|31956 	Skcos22564	CAMNT_0000317173
MMETSP0013_2-20120614|31959 	Skcos22565	CAMNT_0000317179
MMETSP0013_2-20120614|32048 	Skcos22566	CAMNT_0000317357
MMETSP0013_2-20120614|32049 	Skcos22567	CAMNT_0000317359
MMETSP0013_2-20120614|32057 	Skcos22568	CAMNT_0000317375
MMETSP0013_2-20120614|32058 	Skcos22569	CAMNT_0000317377
MMETSP0013_2-20120614|32062 	Skcos22570	CAMNT_0000317385
MMETSP0013_2-20120614|32064 	Skcos22571	CAMNT_0000317389
MMETSP0013_2-20120614|32071 	Skcos22572	CAMNT_0000317403
MMETSP0013_2-20120614|32073 	Skcos22573	CAMNT_0000317407
MMETSP0013_2-20120614|32076 	Skcos22574	CAMNT_0000317413
MMETSP0013_2-20120614|32079 	Skcos22575	CAMNT_0000317419
MMETSP0013_2-20120614|32081 	Skcos22576	CAMNT_0000317423
MMETSP0013_2-20120614|32086 	Skcos22577	CAMNT_0000317433
MMETSP0013_2-20120614|32093 	Skcos22578	CAMNT_0000317447
MMETSP0013_2-20120614|32465 	Skcos22579	CAMNT_0000318191
MMETSP0013_2-20120614|32470 	Skcos22580	CAMNT_0000318201
MMETSP0013_2-20120614|32084 	Skcos22581	CAMNT_0000317429
MMETSP0013_2-20120614|32087 	Skcos22582	CAMNT_0000317435
MMETSP0013_2-20120614|32088 	Skcos22583	CAMNT_0000317437
MMETSP0013_2-20120614|30336 	Skcos22584	CAMNT_0000313933
MMETSP0013_2-20120614|30417 	Skcos22585	CAMNT_0000314095
MMETSP0013_2-20120614|30419 	Skcos22586	CAMNT_0000314099
MMETSP0013_2-20120614|29596 	Skcos22587	CAMNT_0000312453
MMETSP0013_2-20120614|29599 	Skcos22588	CAMNT_0000312459
MMETSP0013_2-20120614|29471 	Skcos22589	CAMNT_0000312203
MMETSP0013_2-20120614|29553 	Skcos22590	CAMNT_0000312367
MMETSP0013_2-20120614|29637 	Skcos22591	CAMNT_0000312535
MMETSP0013_2-20120614|29638 	Skcos22592	CAMNT_0000312537
MMETSP0013_2-20120614|29639 	Skcos22593	CAMNT_0000312539
MMETSP0013_2-20120614|29641 	Skcos22594	CAMNT_0000312543
MMETSP0013_2-20120614|31975 	Skcos22595	CAMNT_0000317211
MMETSP0013_2-20120614|31978 	Skcos22596	CAMNT_0000317217
MMETSP0013_2-20120614|31979 	Skcos22597	CAMNT_0000317219
MMETSP0013_2-20120614|31982 	Skcos22598	CAMNT_0000317225
MMETSP0013_2-20120614|31985 	Skcos22599	CAMNT_0000317231
MMETSP0013_2-20120614|31990 	Skcos22600	CAMNT_0000317241
MMETSP0013_2-20120614|31994 	Skcos22601	CAMNT_0000317249
MMETSP0013_2-20120614|31998 	Skcos22602	CAMNT_0000317257
MMETSP0013_2-20120614|31502 	Skcos22603	CAMNT_0000316265
MMETSP0013_2-20120614|31594 	Skcos22604	CAMNT_0000316449
MMETSP0013_2-20120614|31595 	Skcos22605	CAMNT_0000316451
MMETSP0013_2-20120614|31495 	Skcos22606	CAMNT_0000316251
MMETSP0013_2-20120614|31557 	Skcos22607	CAMNT_0000316375
MMETSP0013_2-20120614|31558 	Skcos22608	CAMNT_0000316377
MMETSP0013_2-20120614|31649 	Skcos22609	CAMNT_0000316559
MMETSP0013_2-20120614|31650 	Skcos22610	CAMNT_0000316561
MMETSP0013_2-20120614|31651 	Skcos22611	CAMNT_0000316563
MMETSP0013_2-20120614|31653 	Skcos22612	CAMNT_0000316567
MMETSP0013_2-20120614|31655 	Skcos22613	CAMNT_0000316571
MMETSP0013_2-20120614|31399 	Skcos22614	CAMNT_0000316059
MMETSP0013_2-20120614|31829 	Skcos22615	CAMNT_0000316919
MMETSP0013_2-20120614|31830 	Skcos22616	CAMNT_0000316921
MMETSP0013_2-20120614|31834 	Skcos22617	CAMNT_0000316929
MMETSP0013_2-20120614|31838 	Skcos22618	CAMNT_0000316937
MMETSP0013_2-20120614|31841 	Skcos22619	CAMNT_0000316943
MMETSP0013_2-20120614|31845 	Skcos22620	CAMNT_0000316951
MMETSP0013_2-20120614|31847 	Skcos22621	CAMNT_0000316955
MMETSP0013_2-20120614|31856 	Skcos22622	CAMNT_0000316973
MMETSP0013_2-20120614|31864 	Skcos22623	CAMNT_0000316989
MMETSP0013_2-20120614|31875 	Skcos22624	CAMNT_0000317011
MMETSP0013_2-20120614|31024 	Skcos22625	CAMNT_0000315309
MMETSP0013_2-20120614|31027 	Skcos22626	CAMNT_0000315315
MMETSP0013_2-20120614|31115 	Skcos22627	CAMNT_0000315491
MMETSP0013_2-20120614|31116 	Skcos22628	CAMNT_0000315493
MMETSP0013_2-20120614|31212 	Skcos22629	CAMNT_0000315685
MMETSP0013_2-20120614|31072 	Skcos22630	CAMNT_0000315405
MMETSP0013_2-20120614|31163 	Skcos22631	CAMNT_0000315587
MMETSP0013_2-20120614|31159 	Skcos22632	CAMNT_0000315579
MMETSP0013_2-20120614|31161 	Skcos22633	CAMNT_0000315583
MMETSP0013_2-20120614|31165 	Skcos22634	CAMNT_0000315591
MMETSP0013_2-20120614|31255 	Skcos22635	CAMNT_0000315771
MMETSP0013_2-20120614|31256 	Skcos22636	CAMNT_0000315773
MMETSP0013_2-20120614|31259 	Skcos22637	CAMNT_0000315779
MMETSP0013_2-20120614|29697 	Skcos22638	CAMNT_0000312655
MMETSP0013_2-20120614|29699 	Skcos22639	CAMNT_0000312659
MMETSP0013_2-20120614|29694 	Skcos22640	CAMNT_0000312649
MMETSP0013_2-20120614|29790 	Skcos22641	CAMNT_0000312841
MMETSP0013_2-20120614|29791 	Skcos22642	CAMNT_0000312843
MMETSP0013_2-20120614|29792 	Skcos22643	CAMNT_0000312845
MMETSP0013_2-20120614|29797 	Skcos22644	CAMNT_0000312855
MMETSP0013_2-20120614|29827 	Skcos22645	CAMNT_0000312915
MMETSP0013_2-20120614|29935 	Skcos22646	CAMNT_0000313131
MMETSP0013_2-20120614|29939 	Skcos22647	CAMNT_0000313139
MMETSP0013_2-20120614|29645 	Skcos22648	CAMNT_0000312551
MMETSP0013_2-20120614|32808 	Skcos22649	CAMNT_0000318877
MMETSP0013_2-20120614|32809 	Skcos22650	CAMNT_0000318879
MMETSP0013_2-20120614|32811 	Skcos22651	CAMNT_0000318883
MMETSP0013_2-20120614|32812 	Skcos22652	CAMNT_0000318885
MMETSP0013_2-20120614|32890 	Skcos22653	CAMNT_0000319041
MMETSP0013_2-20120614|32891 	Skcos22654	CAMNT_0000319043
MMETSP0013_2-20120614|32892 	Skcos22655	CAMNT_0000319045
MMETSP0013_2-20120614|32893 	Skcos22656	CAMNT_0000319047
MMETSP0013_2-20120614|32894 	Skcos22657	CAMNT_0000319049
MMETSP0013_2-20120614|32786 	Skcos22658	CAMNT_0000318833
MMETSP0013_2-20120614|32867 	Skcos22659	CAMNT_0000318995
MMETSP0013_2-20120614|32868 	Skcos22660	CAMNT_0000318997
MMETSP0013_2-20120614|32872 	Skcos22661	CAMNT_0000319005
MMETSP0013_2-20120614|32626 	Skcos22662	CAMNT_0000318513
MMETSP0013_2-20120614|32627 	Skcos22663	CAMNT_0000318515
MMETSP0013_2-20120614|32725 	Skcos22664	CAMNT_0000318711
MMETSP0013_2-20120614|32751 	Skcos22665	CAMNT_0000318763
MMETSP0013_2-20120614|32752 	Skcos22666	CAMNT_0000318765
MMETSP0013_2-20120614|32759 	Skcos22667	CAMNT_0000318779
MMETSP0013_2-20120614|33530 	Skcos22668	CAMNT_0000320321
MMETSP0013_2-20120614|33531 	Skcos22669	CAMNT_0000320323
MMETSP0013_2-20120614|33386 	Skcos22670	CAMNT_0000320033
MMETSP0013_2-20120614|33409 	Skcos22671	CAMNT_0000320079
MMETSP0013_2-20120614|33410 	Skcos22672	CAMNT_0000320081
MMETSP0013_2-20120614|33413 	Skcos22673	CAMNT_0000320087
MMETSP0013_2-20120614|33500 	Skcos22674	CAMNT_0000320261
MMETSP0013_2-20120614|33513 	Skcos22675	CAMNT_0000320287
MMETSP0013_2-20120614|33517 	Skcos22676	CAMNT_0000320295
MMETSP0013_2-20120614|33520 	Skcos22677	CAMNT_0000320301
MMETSP0013_2-20120614|33533 	Skcos22678	CAMNT_0000320327
MMETSP0013_2-20120614|33536 	Skcos22679	CAMNT_0000320333
MMETSP0013_2-20120614|33539 	Skcos22680	CAMNT_0000320339
MMETSP0013_2-20120614|33660 	Skcos22681	CAMNT_0000320581
MMETSP0013_2-20120614|33662 	Skcos22682	CAMNT_0000320585
MMETSP0013_2-20120614|33664 	Skcos22683	CAMNT_0000320589
MMETSP0013_2-20120614|33668 	Skcos22684	CAMNT_0000320597
MMETSP0013_2-20120614|33671 	Skcos22685	CAMNT_0000320603
MMETSP0013_2-20120614|33675 	Skcos22686	CAMNT_0000320611
MMETSP0013_2-20120614|33850 	Skcos22687	CAMNT_0000320961
MMETSP0013_2-20120614|33284 	Skcos22688	CAMNT_0000319829
MMETSP0013_2-20120614|33286 	Skcos22689	CAMNT_0000319833
MMETSP0013_2-20120614|33287 	Skcos22690	CAMNT_0000319835
MMETSP0013_2-20120614|33288 	Skcos22691	CAMNT_0000319837
MMETSP0013_2-20120614|33303 	Skcos22692	CAMNT_0000319867
MMETSP0013_2-20120614|33306 	Skcos22693	CAMNT_0000319873
MMETSP0013_2-20120614|33112 	Skcos22694	CAMNT_0000319485
MMETSP0013_2-20120614|33214 	Skcos22695	CAMNT_0000319689
MMETSP0013_2-20120614|33215 	Skcos22696	CAMNT_0000319691
MMETSP0013_2-20120614|32976 	Skcos22697	CAMNT_0000319213
MMETSP0013_2-20120614|32977 	Skcos22698	CAMNT_0000319215
MMETSP0013_2-20120614|32978 	Skcos22699	CAMNT_0000319217
MMETSP0013_2-20120614|33043 	Skcos22700	CAMNT_0000319347
MMETSP0013_2-20120614|33044 	Skcos22701	CAMNT_0000319349
MMETSP0013_2-20120614|33045 	Skcos22702	CAMNT_0000319351
MMETSP0013_2-20120614|33047 	Skcos22703	CAMNT_0000319355
MMETSP0013_2-20120614|33050 	Skcos22704	CAMNT_0000319361
MMETSP0013_2-20120614|33051 	Skcos22705	CAMNT_0000319363
MMETSP0013_2-20120614|33150 	Skcos22706	CAMNT_0000319561
MMETSP0013_2-20120614|33152 	Skcos22707	CAMNT_0000319565
MMETSP0013_2-20120614|33153 	Skcos22708	CAMNT_0000319567
MMETSP0013_2-20120614|32919 	Skcos22709	CAMNT_0000319099
MMETSP0013_2-20120614|32921 	Skcos22710	CAMNT_0000319103
MMETSP0013_2-20120614|32922 	Skcos22711	CAMNT_0000319105
MMETSP0013_2-20120614|32923 	Skcos22712	CAMNT_0000319107
MMETSP0013_2-20120614|33101 	Skcos22713	CAMNT_0000319463
MMETSP0013_2-20120614|33102 	Skcos22714	CAMNT_0000319465
MMETSP0013_2-20120614|33104 	Skcos22715	CAMNT_0000319469
MMETSP0013_2-20120614|34556 	Skcos22716	CAMNT_0000322373
MMETSP0013_2-20120614|34641 	Skcos22717	CAMNT_0000322543
MMETSP0013_2-20120614|34643 	Skcos22718	CAMNT_0000322547
MMETSP0013_2-20120614|34644 	Skcos22719	CAMNT_0000322549
MMETSP0013_2-20120614|34646 	Skcos22720	CAMNT_0000322553
MMETSP0013_2-20120614|34647 	Skcos22721	CAMNT_0000322555
MMETSP0013_2-20120614|34649 	Skcos22722	CAMNT_0000322559
MMETSP0013_2-20120614|34650 	Skcos22723	CAMNT_0000322561
MMETSP0013_2-20120614|34655 	Skcos22724	CAMNT_0000322571
MMETSP0013_2-20120614|34657 	Skcos22725	CAMNT_0000322575
MMETSP0013_2-20120614|34658 	Skcos22726	CAMNT_0000322577
MMETSP0013_2-20120614|34660 	Skcos22727	CAMNT_0000322581
MMETSP0013_2-20120614|34661 	Skcos22728	CAMNT_0000322583
MMETSP0013_2-20120614|34663 	Skcos22729	CAMNT_0000322587
MMETSP0013_2-20120614|34664 	Skcos22730	CAMNT_0000322589
MMETSP0013_2-20120614|34666 	Skcos22731	CAMNT_0000322593
MMETSP0013_2-20120614|34667 	Skcos22732	CAMNT_0000322595
MMETSP0013_2-20120614|34669 	Skcos22733	CAMNT_0000322599
MMETSP0013_2-20120614|34792 	Skcos22734	CAMNT_0000322845
MMETSP0013_2-20120614|34891 	Skcos22735	CAMNT_0000323043
MMETSP0013_2-20120614|34561 	Skcos22736	CAMNT_0000322383
MMETSP0013_2-20120614|34563 	Skcos22737	CAMNT_0000322387
MMETSP0013_2-20120614|34565 	Skcos22738	CAMNT_0000322391
MMETSP0013_2-20120614|34670 	Skcos22739	CAMNT_0000322601
MMETSP0013_2-20120614|34672 	Skcos22740	CAMNT_0000322605
MMETSP0013_2-20120614|34674 	Skcos22741	CAMNT_0000322609
MMETSP0013_2-20120614|34675 	Skcos22742	CAMNT_0000322611
MMETSP0013_2-20120614|34676 	Skcos22743	CAMNT_0000322613
MMETSP0013_2-20120614|34678 	Skcos22744	CAMNT_0000322617
MMETSP0013_2-20120614|34680 	Skcos22745	CAMNT_0000322621
MMETSP0013_2-20120614|34681 	Skcos22746	CAMNT_0000322623
MMETSP0013_2-20120614|34683 	Skcos22747	CAMNT_0000322627
MMETSP0013_2-20120614|34684 	Skcos22748	CAMNT_0000322629
MMETSP0013_2-20120614|34686 	Skcos22749	CAMNT_0000322633
MMETSP0013_2-20120614|34687 	Skcos22750	CAMNT_0000322635
MMETSP0013_2-20120614|34689 	Skcos22751	CAMNT_0000322639
MMETSP0013_2-20120614|34794 	Skcos22752	CAMNT_0000322849
MMETSP0013_2-20120614|34796 	Skcos22753	CAMNT_0000322853
MMETSP0013_2-20120614|34798 	Skcos22754	CAMNT_0000322857
MMETSP0013_2-20120614|33739 	Skcos22755	CAMNT_0000320739
MMETSP0013_2-20120614|33740 	Skcos22756	CAMNT_0000320741
MMETSP0013_2-20120614|33743 	Skcos22757	CAMNT_0000320747
MMETSP0013_2-20120614|35252 	Skcos22758	CAMNT_0000323765
MMETSP0013_2-20120614|35254 	Skcos22759	CAMNT_0000323769
MMETSP0013_2-20120614|35395 	Skcos22760	CAMNT_0000324051
MMETSP0013_2-20120614|35396 	Skcos22761	CAMNT_0000324053
MMETSP0013_2-20120614|35398 	Skcos22762	CAMNT_0000324057
MMETSP0013_2-20120614|35399 	Skcos22763	CAMNT_0000324059
MMETSP0013_2-20120614|35401 	Skcos22764	CAMNT_0000324063
MMETSP0013_2-20120614|35402 	Skcos22765	CAMNT_0000324065
MMETSP0013_2-20120614|35404 	Skcos22766	CAMNT_0000324069
MMETSP0013_2-20120614|35405 	Skcos22767	CAMNT_0000324071
MMETSP0013_2-20120614|35407 	Skcos22768	CAMNT_0000324075
MMETSP0013_2-20120614|35408 	Skcos22769	CAMNT_0000324077
MMETSP0013_2-20120614|35409 	Skcos22770	CAMNT_0000324079
MMETSP0013_2-20120614|35411 	Skcos22771	CAMNT_0000324083
MMETSP0013_2-20120614|34972 	Skcos22772	CAMNT_0000323205
MMETSP0013_2-20120614|34973 	Skcos22773	CAMNT_0000323207
MMETSP0013_2-20120614|34975 	Skcos22774	CAMNT_0000323211
MMETSP0013_2-20120614|34977 	Skcos22775	CAMNT_0000323215
MMETSP0013_2-20120614|34978 	Skcos22776	CAMNT_0000323217
MMETSP0013_2-20120614|34980 	Skcos22777	CAMNT_0000323221
MMETSP0013_2-20120614|34981 	Skcos22778	CAMNT_0000323223
MMETSP0013_2-20120614|34983 	Skcos22779	CAMNT_0000323227
MMETSP0013_2-20120614|24272 	Skcos22780	CAMNT_0000301805
MMETSP0013_2-20120614|24277 	Skcos22781	CAMNT_0000301815
MMETSP0013_2-20120614|24284 	Skcos22782	CAMNT_0000301829
MMETSP0013_2-20120614|24287 	Skcos22783	CAMNT_0000301835
MMETSP0013_2-20120614|24290 	Skcos22784	CAMNT_0000301841
MMETSP0013_2-20120614|24304 	Skcos22785	CAMNT_0000301869
MMETSP0013_2-20120614|24307 	Skcos22786	CAMNT_0000301875
MMETSP0013_2-20120614|24314 	Skcos22787	CAMNT_0000301889
MMETSP0013_2-20120614|24317 	Skcos22788	CAMNT_0000301895
MMETSP0013_2-20120614|24318 	Skcos22789	CAMNT_0000301897
MMETSP0013_2-20120614|23980 	Skcos22790	CAMNT_0000301221
MMETSP0013_2-20120614|24026 	Skcos22791	CAMNT_0000301313
MMETSP0013_2-20120614|23804 	Skcos22792	CAMNT_0000300869
MMETSP0013_2-20120614|24161 	Skcos22793	CAMNT_0000301583
MMETSP0013_2-20120614|24166 	Skcos22794	CAMNT_0000301593
MMETSP0013_2-20120614|24230 	Skcos22795	CAMNT_0000301721
MMETSP0013_2-20120614|24278 	Skcos22796	CAMNT_0000301817
MMETSP0013_2-20120614|24275 	Skcos22797	CAMNT_0000301811
MMETSP0013_2-20120614|24367 	Skcos22798	CAMNT_0000301995
