New Seq Name	Old Seq Name	Description
Skcos21490	CAMNT_0000323375	CAMNT_0000323375 /NCGR_SEQ_ID=MMETSP0013_2-20120614|35057 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=163
Skcos21491	CAMNT_0000301147	CAMNT_0000301147 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23943 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3489
Skcos21492	CAMNT_0000301153	CAMNT_0000301153 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23946 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3011
Skcos21493	CAMNT_0000301661	CAMNT_0000301661 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24200 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=255
Skcos21494	CAMNT_0000301635	CAMNT_0000301635 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24187 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=157
Skcos21495	CAMNT_0000301643	CAMNT_0000301643 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24191 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=490
Skcos21496	CAMNT_0000301645	CAMNT_0000301645 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24192 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=189
Skcos21497	CAMNT_0000301697	CAMNT_0000301697 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24218 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=337
Skcos21498	CAMNT_0000301451	CAMNT_0000301451 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24095 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1075
Skcos21499	CAMNT_0000301455	CAMNT_0000301455 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24097 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1383
Skcos21500	CAMNT_0000301457	CAMNT_0000301457 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24098 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1581
Skcos21501	CAMNT_0000301461	CAMNT_0000301461 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24100 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=843
Skcos21502	CAMNT_0000301055	CAMNT_0000301055 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23897 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=331
Skcos21503	CAMNT_0000301059	CAMNT_0000301059 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23899 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=865
Skcos21504	CAMNT_0000301711	CAMNT_0000301711 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24225 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=779
Skcos21505	CAMNT_0000301865	CAMNT_0000301865 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24302 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=704
Skcos21506	CAMNT_0000302031	CAMNT_0000302031 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24385 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=585
Skcos21507	CAMNT_0000301483	CAMNT_0000301483 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24111 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1453
Skcos21508	CAMNT_0000301493	CAMNT_0000301493 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24116 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=695
Skcos21509	CAMNT_0000301497	CAMNT_0000301497 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24118 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=790
Skcos21510	CAMNT_0000301501	CAMNT_0000301501 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24120 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1106
Skcos21511	CAMNT_0000301507	CAMNT_0000301507 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24123 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=521
Skcos21512	CAMNT_0000301653	CAMNT_0000301653 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24196 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2762
Skcos21513	CAMNT_0000302521	CAMNT_0000302521 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24630 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2346
Skcos21514	CAMNT_0000302531	CAMNT_0000302531 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24635 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1189
Skcos21515	CAMNT_0000302189	CAMNT_0000302189 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24464 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=691
Skcos21516	CAMNT_0000302191	CAMNT_0000302191 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24465 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=943
Skcos21517	CAMNT_0000302193	CAMNT_0000302193 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24466 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=911
Skcos21518	CAMNT_0000302197	CAMNT_0000302197 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24468 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2128
Skcos21519	CAMNT_0000303199	CAMNT_0000303199 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24969 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=153
Skcos21520	CAMNT_0000302131	CAMNT_0000302131 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24435 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1713
Skcos21521	CAMNT_0000302133	CAMNT_0000302133 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24436 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1451
Skcos21522	CAMNT_0000302135	CAMNT_0000302135 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24437 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1312
Skcos21523	CAMNT_0000302139	CAMNT_0000302139 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24439 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=972
Skcos21524	CAMNT_0000302385	CAMNT_0000302385 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24562 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=547
Skcos21525	CAMNT_0000302397	CAMNT_0000302397 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24568 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=792
Skcos21526	CAMNT_0000303007	CAMNT_0000303007 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24873 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1357
Skcos21527	CAMNT_0000303009	CAMNT_0000303009 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24874 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1691
Skcos21528	CAMNT_0000303013	CAMNT_0000303013 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24876 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2856
Skcos21529	CAMNT_0000303155	CAMNT_0000303155 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24947 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=932
Skcos21530	CAMNT_0000303093	CAMNT_0000303093 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24916 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=412
Skcos21531	CAMNT_0000302623	CAMNT_0000302623 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24681 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2940
Skcos21532	CAMNT_0000302629	CAMNT_0000302629 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24684 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=294
Skcos21533	CAMNT_0000302785	CAMNT_0000302785 /NCGR_SEQ_ID=MMETSP0013_2-20120614|24762 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=475
Skcos21534	CAMNT_0000303333	CAMNT_0000303333 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25036 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2003
Skcos21535	CAMNT_0000303335	CAMNT_0000303335 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25037 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1936
Skcos21536	CAMNT_0000303447	CAMNT_0000303447 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25093 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3240
Skcos21537	CAMNT_0000303551	CAMNT_0000303551 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25145 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=947
Skcos21538	CAMNT_0000304237	CAMNT_0000304237 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25488 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=7149
Skcos21539	CAMNT_0000303363	CAMNT_0000303363 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25051 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2739
Skcos21540	CAMNT_0000303365	CAMNT_0000303365 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25052 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1660
Skcos21541	CAMNT_0000303865	CAMNT_0000303865 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25302 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2981
Skcos21542	CAMNT_0000303867	CAMNT_0000303867 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25303 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1246
Skcos21543	CAMNT_0000303859	CAMNT_0000303859 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25299 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=196
Skcos21544	CAMNT_0000304031	CAMNT_0000304031 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25385 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1456
Skcos21545	CAMNT_0000304033	CAMNT_0000304033 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25386 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3731
Skcos21546	CAMNT_0000304035	CAMNT_0000304035 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25387 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=502
Skcos21547	CAMNT_0000304179	CAMNT_0000304179 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25459 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2476
Skcos21548	CAMNT_0000303637	CAMNT_0000303637 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25188 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=374
Skcos21549	CAMNT_0000303639	CAMNT_0000303639 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25189 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=742
Skcos21550	CAMNT_0000303787	CAMNT_0000303787 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25263 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1449
Skcos21551	CAMNT_0000303963	CAMNT_0000303963 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25351 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3718
Skcos21552	CAMNT_0000303969	CAMNT_0000303969 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25354 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1527
Skcos21553	CAMNT_0000304729	CAMNT_0000304729 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25734 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=454
Skcos21554	CAMNT_0000304737	CAMNT_0000304737 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25738 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=334
Skcos21555	CAMNT_0000304759	CAMNT_0000304759 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25749 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=721
Skcos21556	CAMNT_0000304771	CAMNT_0000304771 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25755 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=191
Skcos21557	CAMNT_0000304777	CAMNT_0000304777 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25758 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=6437
Skcos21558	CAMNT_0000304793	CAMNT_0000304793 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25766 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=282
Skcos21559	CAMNT_0000304795	CAMNT_0000304795 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25767 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=816
Skcos21560	CAMNT_0000304439	CAMNT_0000304439 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25589 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1387
Skcos21561	CAMNT_0000304589	CAMNT_0000304589 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25664 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1728
Skcos21562	CAMNT_0000304593	CAMNT_0000304593 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25666 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=489
Skcos21563	CAMNT_0000304595	CAMNT_0000304595 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25667 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1618
Skcos21564	CAMNT_0000304597	CAMNT_0000304597 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25668 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=867
Skcos21565	CAMNT_0000304599	CAMNT_0000304599 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25669 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=647
Skcos21566	CAMNT_0000304227	CAMNT_0000304227 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25483 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2459
Skcos21567	CAMNT_0000305001	CAMNT_0000305001 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25870 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=179
Skcos21568	CAMNT_0000305135	CAMNT_0000305135 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25937 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3420
Skcos21569	CAMNT_0000305487	CAMNT_0000305487 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26113 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=6048
Skcos21570	CAMNT_0000305489	CAMNT_0000305489 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26114 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=194
Skcos21571	CAMNT_0000304899	CAMNT_0000304899 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25819 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=809
Skcos21572	CAMNT_0000305065	CAMNT_0000305065 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25902 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=670
Skcos21573	CAMNT_0000305067	CAMNT_0000305067 /NCGR_SEQ_ID=MMETSP0013_2-20120614|25903 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2741
Skcos21574	CAMNT_0000305793	CAMNT_0000305793 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26266 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2052
Skcos21575	CAMNT_0000305359	CAMNT_0000305359 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26049 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1304
Skcos21576	CAMNT_0000305495	CAMNT_0000305495 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26117 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2092
Skcos21577	CAMNT_0000305497	CAMNT_0000305497 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26118 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1587
Skcos21578	CAMNT_0000305573	CAMNT_0000305573 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26156 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3470
Skcos21579	CAMNT_0000305567	CAMNT_0000305567 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26153 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=985
Skcos21580	CAMNT_0000305717	CAMNT_0000305717 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26228 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3311
Skcos21581	CAMNT_0000305301	CAMNT_0000305301 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26020 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1519
Skcos21582	CAMNT_0000305305	CAMNT_0000305305 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26022 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1566
Skcos21583	CAMNT_0000306389	CAMNT_0000306389 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26564 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4592
Skcos21584	CAMNT_0000306397	CAMNT_0000306397 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26568 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=260
Skcos21585	CAMNT_0000306407	CAMNT_0000306407 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26573 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=243
Skcos21586	CAMNT_0000306409	CAMNT_0000306409 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26574 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=296
Skcos21587	CAMNT_0000306411	CAMNT_0000306411 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26575 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=174
Skcos21588	CAMNT_0000306427	CAMNT_0000306427 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26583 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=690
Skcos21589	CAMNT_0000306437	CAMNT_0000306437 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26588 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=267
Skcos21590	CAMNT_0000306439	CAMNT_0000306439 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26589 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=7313
Skcos21591	CAMNT_0000306445	CAMNT_0000306445 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26592 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=268
Skcos21592	CAMNT_0000306169	CAMNT_0000306169 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26454 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2303
Skcos21593	CAMNT_0000306171	CAMNT_0000306171 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26455 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=941
Skcos21594	CAMNT_0000306173	CAMNT_0000306173 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26456 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=847
Skcos21595	CAMNT_0000306175	CAMNT_0000306175 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26457 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=681
Skcos21596	CAMNT_0000306265	CAMNT_0000306265 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26502 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3738
Skcos21597	CAMNT_0000305883	CAMNT_0000305883 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26311 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2701
Skcos21598	CAMNT_0000306727	CAMNT_0000306727 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26733 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2197
Skcos21599	CAMNT_0000306889	CAMNT_0000306889 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26814 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2422
Skcos21600	CAMNT_0000307027	CAMNT_0000307027 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26883 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=857
Skcos21601	CAMNT_0000307023	CAMNT_0000307023 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26881 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=869
Skcos21602	CAMNT_0000307135	CAMNT_0000307135 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26937 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1709
Skcos21603	CAMNT_0000307121	CAMNT_0000307121 /NCGR_SEQ_ID=MMETSP0013_2-20120614|26930 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=473
Skcos21604	CAMNT_0000307801	CAMNT_0000307801 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27270 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=645
Skcos21605	CAMNT_0000307807	CAMNT_0000307807 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27273 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=210
Skcos21606	CAMNT_0000307811	CAMNT_0000307811 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27275 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=187
Skcos21607	CAMNT_0000307819	CAMNT_0000307819 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27279 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=225
Skcos21608	CAMNT_0000307827	CAMNT_0000307827 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27283 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=255
Skcos21609	CAMNT_0000307849	CAMNT_0000307849 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27294 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=704
Skcos21610	CAMNT_0000307875	CAMNT_0000307875 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27307 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=615
Skcos21611	CAMNT_0000307879	CAMNT_0000307879 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27309 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=186
Skcos21612	CAMNT_0000307891	CAMNT_0000307891 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27315 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=179
Skcos21613	CAMNT_0000307893	CAMNT_0000307893 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27316 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=274
Skcos21614	CAMNT_0000307903	CAMNT_0000307903 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27321 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=397
Skcos21615	CAMNT_0000307919	CAMNT_0000307919 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27329 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=238
Skcos21616	CAMNT_0000307935	CAMNT_0000307935 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27337 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1070
Skcos21617	CAMNT_0000307421	CAMNT_0000307421 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27080 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1284
Skcos21618	CAMNT_0000307313	CAMNT_0000307313 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27026 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=761
Skcos21619	CAMNT_0000307315	CAMNT_0000307315 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27027 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1622
Skcos21620	CAMNT_0000307317	CAMNT_0000307317 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27028 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=571
Skcos21621	CAMNT_0000308221	CAMNT_0000308221 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27480 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=482
Skcos21622	CAMNT_0000308223	CAMNT_0000308223 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27481 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1424
Skcos21623	CAMNT_0000308225	CAMNT_0000308225 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27482 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1397
Skcos21624	CAMNT_0000308229	CAMNT_0000308229 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27484 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=943
Skcos21625	CAMNT_0000308231	CAMNT_0000308231 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27485 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=703
Skcos21626	CAMNT_0000307747	CAMNT_0000307747 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27243 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2844
Skcos21627	CAMNT_0000307881	CAMNT_0000307881 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27310 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2194
Skcos21628	CAMNT_0000308115	CAMNT_0000308115 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27427 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1213
Skcos21629	CAMNT_0000308119	CAMNT_0000308119 /NCGR_SEQ_ID=MMETSP0013_2-20120614|27429 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=579
